SeriesInstanceUID,completion_status
1.3.6.1.4.1.14519.5.2.1.6279.6001.326853837126361167310734933887,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.254921765503801141457177972447,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.213262690132344539993794081003,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309707676674808510671394142910,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205113715251629496479289015582,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.138894439026794145866157853158,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.771831598853841017505646275338,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.244442540088515471945035689377,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170135352376311821460213875884,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.885168397833922082085837240429,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.326458819737931581200925000717,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.561423049201987049884663740668,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.584871944187559733312703328980,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265570697208310960298668720669,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.224845111941302943990256315343,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.946129570505893110165820050204,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306112617218006614029386065035,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.244995725416880806339898556632,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.135512138260421166189966386929,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.184501854685844606619543150859,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.305000574633573438189782624063,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.766881513533845439335142582269,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205174485766424333452131788504,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.390009458146468860187238398197,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.771741891125176943862272696845,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.749871569713868632259874663577,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.116097642684124305074876564522,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.664409965623578819357819577077,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.266009527139315622265711325223,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.780558315515979171413904604168,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300392272203629213913702120739,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.223098610241551815995595311693,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323535944958374186208096541480,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.631047517458234322522264161877,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.220747560179730541133819705549,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.109203031650348694844047454215,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100398138793540579077826395208,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.664989286137882319237192185951,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.390513733720659266816639651938,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.240630002689062442926543993263,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215104063467523905369326175410,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.897279226481700053115245043064,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.340158437895922179455019686521,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.209269973797560820442292189762,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219281726101239572270900838145,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.222052723822248889877676736332,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.316643107252485100789257057503,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.401389720232123950202941034290,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.293042942258944468818728122049,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.220205300714852483483213840572,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.174935793360491516757154875981,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.242624386080831911167122628616,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.665044273312514967270866833277,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.145510611155363050427743946446,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.182798854785392200340436516930,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.303066851236267189733420290986,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139030456172925758598108159491,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.137009552031052971596477963106,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.256542095129414948017808425649,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.463588161905537526756964393219,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.183056151780567460322586876100,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.920930696356287056377683209311,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.701514276942509393419164159551,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.762989635154095750732267242621,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323646598927268841433920119813,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170765551637157813497344006818,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.707218743153927597786179232739,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309955814083231537823157605135,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.334022941831199910030220864961,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.274231544628870369798516818358,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.231939547329414331267567352432,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.163931625580639955914619627409,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156181515927698299507377083373,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.275124131364875117499826877835,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.191034085672515521659942406513,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.164790817284381538042494285101,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.152944699527354927160275613434,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.281254424459536762125243157973,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.314917368146772872954571551463,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.218225745759901171776512645078,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.229960820686439513664996214638,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.110835886706944718242055570943,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.281967919138248195763602360723,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.336102335330125765000317290445,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.881807066375601978080868510714,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.145283812746259413053188838096,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.220041426531925632952954881401,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.230180665627287711381156820813,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.765459236550358748053283544075,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309564220265302089123180126785,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.266581250778073944645044950856,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.302876782304722412779805665588,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.120301525825493211649827266081,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.686768766518862600747989429768,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.855232435861303786204450738044,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.332510758903897288735539953182,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.550599855064600241623943717588,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224,incomplete
